division_id,matchweek,date,time,home_team_id,away_team_id,goals_home_team,goals_away_team,status
1,1,2018-09-05,14:30:00,33,67,0,0,NULL
1,1,2018-09-05,15:00:00,17,52,0,0,NULL
1,1,2018-09-05,14:30:00,16,49,0,0,NULL
1,1,2018-09-05,15:30:00,10,56,0,0,NULL
1,1,2018-09-05,16:00:00,8,30,0,0,NULL
1,1,2018-09-05,15:30:00,13,4,3,2,NULL
1,2,2018-09-12,14:30:00,67,17,1,0,NULL
1,2,2018-09-12,14:30:00,52,16,3,2,NULL
1,2,2018-09-12,14:30:00,49,10,2,0,NULL
1,2,2018-09-12,14:30:00,56,8,10,1,NULL
1,2,2018-09-12,14:00:00,30,13,2,1,NULL
1,2,2018-09-12,14:30:00,4,33,0,6,NULL
1,3,2018-09-19,15:00:00,17,33,1,2,NULL
1,3,2018-09-19,14:30:00,16,67,4,1,NULL
1,3,2018-09-19,15:30:00,10,52,4,1,NULL
1,3,2018-09-19,16:00:00,8,49,2,3,NULL
1,3,2018-09-19,15:30:00,13,56,1,2,NULL
1,3,2018-09-19,14:00:00,30,4,5,0,NULL
1,4,2018-09-26,14:30:00,33,16,3,2,NULL
1,4,2018-09-26,14:30:00,67,10,3,1,NULL
1,4,2018-09-26,14:30:00,52,8,2,0,NULL
1,4,2018-09-26,14:30:00,49,13,2,8,NULL
1,4,2018-09-26,14:30:00,56,30,2,0,NULL
1,4,2018-09-26,14:30:00,4,17,0,4,NULL
1,5,2018-10-03,14:30:00,16,17,1,0,NULL
1,5,2018-10-03,15:30:00,10,33,2,0,NULL
1,5,2018-10-03,16:00:00,8,67,1,5,NULL
1,5,2018-10-03,15:30:00,13,52,1,10,NULL
1,5,2018-10-03,14:00:00,30,49,1,5,NULL
1,5,2018-10-03,14:30:00,56,4,1,1,NULL
1,6,2018-10-10,15:00:00,17,10,0,2,NULL
1,6,2018-10-10,14:30:00,33,8,0,2,NULL
1,6,2018-10-10,14:30:00,67,13,3,2,NULL
1,6,2018-10-10,14:30:00,52,30,0,3,NULL
1,6,2018-10-10,14:30:00,56,49,1,3,NULL
1,6,2018-10-10,14:30:00,4,16,2,4,NULL
1,7,2018-10-17,15:30:00,10,16,0,0,NULL
1,7,2018-10-17,16:00:00,8,17,1,3,NULL
1,7,2018-10-17,15:30:00,13,33,0,0,NULL
1,7,2018-10-17,14:00:00,30,67,0,0,NULL
1,7,2018-10-17,15:00:00,56,52,2,2,NULL
1,7,2018-10-17,14:30:00,49,4,0,6,NULL
1,8,2018-10-24,16:00:00,8,16,0,3,NULL
1,8,2018-10-24,15:00:00,17,13,3,8,NULL
1,8,2018-10-24,14:30:00,33,30,1,1,NULL
1,8,2018-10-24,14:30:00,67,56,1,0,NULL
1,8,2018-10-24,14:30:00,52,49,4,0,NULL
1,8,2018-10-24,14:30:00,4,10,0,0,NULL
1,9,2018-10-31,16:00:00,8,10,9,0,NULL
1,9,2018-10-31,14:45:00,13,16,0,3,NULL
1,9,2018-10-31,14:00:00,30,17,2,1,NULL
1,9,2018-10-31,15:00:00,56,33,0,4,NULL
1,9,2018-10-31,14:30:00,49,67,0,1,NULL
1,9,2018-10-31,14:30:00,52,4,0,0,NULL
1,10,2018-11-07,14:45:00,10,13,2,2,NULL
1,10,2018-11-07,14:30:00,16,30,0,0,NULL
1,10,2018-11-07,14:45:00,17,56,1,0,NULL
1,10,2018-11-07,14:30:00,49,33,2,0,NULL
1,10,2018-11-07,14:30:00,67,52,0,2,NULL
1,10,2018-11-07,14:30:00,4,8,4,3,NULL
1,11,2018-11-14,14:45:00,13,8,2,9,NULL
1,11,2018-11-14,14:00:00,30,10,0,0,NULL
1,11,2018-11-14,15:00:00,56,16,0,8,NULL
1,11,2018-11-14,14:30:00,49,17,2,0,NULL
1,11,2018-11-14,14:30:00,52,33,0,2,NULL
1,11,2018-11-14,14:30:00,67,4,2,3,NULL
1,12,2018-12-05,14:30:00,67,33,0,1,NULL
1,12,2018-12-05,14:30:00,52,17,2,3,NULL
1,12,2018-12-05,14:30:00,49,16,4,10,NULL
1,12,2018-12-05,15:00:00,56,10,2,4,NULL
1,12,2018-12-05,14:00:00,30,8,2,1,NULL
1,12,2018-12-05,14:30:00,4,13,0,4,NULL
1,13,2018-12-12,14:45:00,17,67,1,0,NULL
1,13,2018-12-12,14:30:00,33,4,1,2,NULL
1,13,2018-12-12,16:00:00,8,56,1,1,NULL
1,13,2018-12-12,14:45:00,10,49,7,1,NULL
1,13,2018-12-12,14:30:00,16,52,1,2,NULL
1,13,2018-12-12,14:45:00,13,30,1,1,NULL
1,14,2018-12-19,14:30:00,33,17,2,2,NULL
1,14,2018-12-19,14:30:00,67,16,2,1,NULL
1,14,2018-12-19,14:30:00,52,10,1,2,NULL
1,14,2018-12-19,14:30:00,49,8,1,1,NULL
1,14,2018-12-19,15:00:00,56,13,0,3,NULL
1,14,2018-12-19,14:30:00,4,30,0,1,NULL
1,15,2019-01-09,14:30:00,16,33,3,2,NULL
1,15,2019-01-09,14:45:00,10,67,1,3,NULL
1,15,2019-01-09,16:00:00,8,52,0,2,NULL
1,15,2019-01-09,14:45:00,13,49,1,5,NULL
1,15,2019-01-09,14:00:00,30,56,0,5,NULL
1,15,2019-01-09,14:45:00,17,4,1,1,NULL
1,16,2019-01-16,14:45:00,17,16,1,4,NULL
1,16,2019-01-16,14:30:00,33,10,2,3,NULL
1,16,2019-01-16,14:30:00,67,8,5,1,NULL
1,16,2019-01-16,14:30:00,52,13,0,9,NULL
1,16,2019-01-16,14:30:00,49,30,2,1,NULL
1,16,2019-01-16,14:30:00,4,56,2,0,NULL
1,17,2019-01-23,14:45:00,10,17,2,2,NULL
1,17,2019-01-23,16:00:00,8,33,0,2,NULL
1,17,2019-01-23,14:45:00,13,67,0,0,NULL
1,17,2019-01-23,14:00:00,30,52,2,2,NULL
1,17,2019-01-23,14:30:00,49,56,1,9,NULL
1,17,2019-01-23,14:30:00,16,4,2,2,NULL
1,18,2019-01-30,14:30:00,16,10,10,3,NULL
